Transaction ID,Datetime,Merchant,Category,Amount,Description,Balance
T0003530,2023-12-18 06:25:00,Netflix,Utilities,686.75,Debit at Netflix for Utilities,61904.97
T0003532,2023-12-18 13:52:00,Netflix,Healthcare,989.99,Debit at Netflix for Healthcare,61534.0
T0003535,2023-12-18 23:54:00,Apple Store,Healthcare,848.29,Debit at Apple Store for Healthcare,61986.66
T0003536,2023-12-19 00:20:00,Uber,Utilities,908.01,Debit at Uber for Utilities,61078.65
T0003537,2023-12-19 07:16:00,Best Buy,Entertainment,408.44,Debit at Best Buy for Entertainment,60670.21
T0003539,2023-12-19 09:52:00,Apple Store,Travel,800.54,Debit at Apple Store for Travel,60768.19
T0003540,2023-12-20 00:15:00,Netflix,Travel,206.82,Debit at Netflix for Travel,60561.37
T0003541,2023-12-20 00:56:00,Best Buy,Dining,468.18,Debit at Best Buy for Dining,60093.19
T0003542,2023-12-20 01:38:00,Apple Store,Utilities,789.69,Debit at Apple Store for Utilities,59303.5
T0003545,2023-12-20 06:34:00,Target,Travel,730.33,Debit at Target for Travel,59807.8
T0003546,2023-12-20 07:59:00,Uber,Utilities,131.89,Debit at Uber for Utilities,59675.91
T0003552,2023-12-21 18:40:00,Netflix,Groceries,870.34,Debit at Netflix for Groceries,61567.26
T0003553,2023-12-21 22:15:00,Costco,Shopping,422.09,Debit at Costco for Shopping,61145.17
T0003556,2023-12-21 23:15:00,Costco,Travel,286.88,Debit at Costco for Travel,61700.55
T0003557,2023-12-21 23:41:00,Apple Store,Travel,353.09,Debit at Apple Store for Travel,61347.46
T0003558,2023-12-22 01:53:00,Walmart,Utilities,850.88,Debit at Walmart for Utilities,60496.58
T0003559,2023-12-22 05:09:00,Uber,Shopping,271.21,Debit at Uber for Shopping,60225.37
T0003560,2023-12-22 18:22:00,Target,Travel,308.01,Debit at Target for Travel,59917.36
T0003561,2023-12-22 18:50:00,Best Buy,Shopping,257.64,Debit at Best Buy for Shopping,59659.72
T0003564,2023-12-23 05:52:00,Apple Store,Healthcare,925.06,Debit at Apple Store for Healthcare,58913.55
T0003565,2023-12-23 06:15:00,Costco,Entertainment,110.31,Debit at Costco for Entertainment,58803.24
T0003566,2023-12-23 16:52:00,Target,Dining,978.56,Debit at Target for Dining,57824.68
T0003567,2023-12-23 18:01:00,Walmart,Groceries,840.89,Debit at Walmart for Groceries,56983.79
T0003568,2023-12-23 18:52:00,Netflix,Entertainment,227.47,Debit at Netflix for Entertainment,56756.32
T0003569,2023-12-24 06:51:00,Airbnb,Travel,704.07,Debit at Airbnb for Travel,56052.25
T0003571,2023-12-24 11:32:00,Costco,Healthcare,738.52,Debit at Costco for Healthcare,55814.56
T0003572,2023-12-24 14:37:00,Netflix,Travel,266.79,Debit at Netflix for Travel,55547.77
T0003575,2023-12-25 04:51:00,Target,Dining,523.51,Debit at Target for Dining,56866.95
T0003580,2023-12-25 19:48:00,Best Buy,Utilities,775.85,Debit at Best Buy for Utilities,59276.42
T0003581,2023-12-25 20:56:00,Uber,Healthcare,363.97,Debit at Uber for Healthcare,58912.45
T0003585,2023-12-26 15:12:00,Best Buy,Travel,749.36,Debit at Best Buy for Travel,59594.12
T0003586,2023-12-26 19:28:00,Costco,Groceries,701.03,Debit at Costco for Groceries,58893.09
T0003591,2023-12-27 12:57:00,Costco,Utilities,811.0,Debit at Costco for Utilities,59819.41
T0003593,2023-12-27 17:44:00,Costco,Utilities,996.31,Debit at Costco for Utilities,59053.38
T0003594,2023-12-27 18:47:00,Costco,Shopping,852.28,Debit at Costco for Shopping,58201.1
T0003595,2023-12-27 19:38:00,Amazon,Shopping,966.84,Debit at Amazon for Shopping,57234.26
T0003596,2023-12-28 09:28:00,Target,Shopping,324.06,Debit at Target for Shopping,56910.2
T0003597,2023-12-29 03:12:00,Best Buy,Healthcare,825.01,Debit at Best Buy for Healthcare,56085.19
T0003599,2023-12-29 06:43:00,Airbnb,Dining,193.55,Debit at Airbnb for Dining,56719.87
T0003600,2023-12-29 16:18:00,Starbucks,Utilities,86.65,Debit at Starbucks for Utilities,56633.22
T0003601,2023-12-29 23:40:00,Target,Healthcare,59.33,Debit at Target for Healthcare,56573.89
T0003602,2023-12-30 11:33:00,Amazon,Dining,31.16,Debit at Amazon for Dining,56542.73
T0003604,2023-12-31 01:44:00,Airbnb,Groceries,110.48,Debit at Airbnb for Groceries,56513.2
T0003605,2023-12-31 04:45:00,Costco,Entertainment,818.63,Debit at Costco for Entertainment,55694.57
T0003606,2023-12-31 07:18:00,Uber,Dining,643.42,Debit at Uber for Dining,55051.15
T0003607,2023-12-31 09:16:00,Starbucks,Healthcare,965.92,Debit at Starbucks for Healthcare,54085.23
T0003608,2023-12-31 21:03:00,Target,Utilities,961.53,Debit at Target for Utilities,53123.7
T0003609,2023-12-31 23:46:00,Apple Store,Healthcare,875.68,Debit at Apple Store for Healthcare,52248.02
T0003610,2023-12-31 23:57:00,Best Buy,Healthcare,729.71,Debit at Best Buy for Healthcare,51518.31
T0003611,2024-01-01 07:56:00,Target,Utilities,86.03,Debit at Target for Utilities,51432.28
T0003613,2024-01-01 13:28:00,Target,Shopping,984.46,Debit at Target for Shopping,51287.83
T0003614,2024-01-01 18:17:00,Costco,Utilities,87.27,Debit at Costco for Utilities,51200.56
T0003617,2024-01-02 06:46:00,Airbnb,Utilities,429.75,Debit at Airbnb for Utilities,51542.96
T0003621,2024-01-03 00:12:00,Netflix,Dining,407.03,Debit at Netflix for Dining,52620.36
T0003624,2024-01-03 15:07:00,Costco,Entertainment,919.3,Debit at Costco for Entertainment,52428.63
T0003627,2024-01-05 09:56:00,Amazon,Shopping,85.37,Debit at Amazon for Shopping,53426.14
T0003629,2024-01-06 06:57:00,Airbnb,Shopping,36.24,Debit at Airbnb for Shopping,53829.64
T0003630,2024-01-06 09:19:00,Walmart,Entertainment,970.79,Debit at Walmart for Entertainment,52858.85
T0003631,2024-01-06 09:29:00,Apple Store,Shopping,331.64,Debit at Apple Store for Shopping,52527.21
T0003632,2024-01-06 22:10:00,Walmart,Groceries,97.49,Debit at Walmart for Groceries,52429.72
T0003636,2024-01-09 07:11:00,Walmart,Healthcare,599.78,Debit at Walmart for Healthcare,54524.64
T0003637,2024-01-09 12:35:00,Walmart,Groceries,792.5,Debit at Walmart for Groceries,53732.14
T0003638,2024-01-09 19:37:00,Airbnb,Utilities,789.8,Debit at Airbnb for Utilities,52942.34
T0003640,2024-01-09 22:24:00,Netflix,Utilities,539.51,Debit at Netflix for Utilities,53391.41
T0003641,2024-01-10 01:48:00,Uber,Healthcare,29.98,Debit at Uber for Healthcare,53361.43
T0003644,2024-01-10 11:55:00,Walmart,Shopping,518.6,Debit at Walmart for Shopping,53506.33
T0003654,2024-01-12 13:25:00,Target,Travel,162.46,Debit at Target for Travel,57844.39
T0003655,2024-01-12 15:30:00,Walmart,Shopping,288.1,Debit at Walmart for Shopping,57556.29
T0003656,2024-01-12 15:41:00,Netflix,Utilities,585.02,Debit at Netflix for Utilities,56971.27
T0003657,2024-01-12 20:14:00,Amazon,Dining,689.42,Debit at Amazon for Dining,56281.85
T0003658,2024-01-13 14:08:00,Costco,Utilities,783.72,Debit at Costco for Utilities,55498.13
T0003659,2024-01-13 16:09:00,Walmart,Shopping,228.7,Debit at Walmart for Shopping,55269.43
T0003660,2024-01-13 20:03:00,Costco,Shopping,731.07,Debit at Costco for Shopping,54538.36
T0003661,2024-01-14 01:35:00,Target,Groceries,886.47,Debit at Target for Groceries,53651.89
T0003664,2024-01-14 19:37:00,Starbucks,Groceries,524.85,Debit at Starbucks for Groceries,53984.84
T0003667,2024-01-14 23:31:00,Target,Travel,494.64,Debit at Target for Travel,53936.59
T0003670,2024-01-15 12:53:00,Best Buy,Utilities,671.06,Debit at Best Buy for Utilities,54429.64
T0003671,2024-01-16 00:06:00,Uber,Healthcare,998.27,Debit at Uber for Healthcare,53431.37
T0003672,2024-01-16 03:57:00,Best Buy,Travel,633.18,Debit at Best Buy for Travel,52798.19
T0003673,2024-01-16 05:26:00,Best Buy,Dining,362.96,Debit at Best Buy for Dining,52435.23
T0003675,2024-01-16 16:28:00,Amazon,Entertainment,429.85,Debit at Amazon for Entertainment,52179.05
T0003676,2024-01-17 03:01:00,Starbucks,Healthcare,589.35,Debit at Starbucks for Healthcare,51589.7
T0003677,2024-01-17 06:24:00,Best Buy,Travel,645.27,Debit at Best Buy for Travel,50944.43
T0003679,2024-01-17 09:03:00,Airbnb,Groceries,70.02,Debit at Airbnb for Groceries,51816.22
T0003680,2024-01-17 09:50:00,Amazon,Entertainment,703.59,Debit at Amazon for Entertainment,51112.63
T0003682,2024-01-17 13:12:00,Uber,Utilities,907.38,Debit at Uber for Utilities,50412.83
T0003684,2024-01-17 15:48:00,Netflix,Shopping,581.01,Debit at Netflix for Shopping,50213.64
T0003687,2024-01-17 21:15:00,Amazon,Travel,530.06,Debit at Amazon for Travel,51328.79
T0003688,2024-01-18 02:55:00,Target,Travel,191.54,Debit at Target for Travel,51137.25
T0003689,2024-01-18 04:35:00,Target,Entertainment,247.67,Debit at Target for Entertainment,50889.58
T0003690,2024-01-18 23:44:00,Netflix,Utilities,883.31,Debit at Netflix for Utilities,50006.27
T0003691,2024-01-19 01:33:00,Best Buy,Shopping,993.5,Debit at Best Buy for Shopping,49012.77
T0003695,2024-01-19 23:15:00,Uber,Dining,483.54,Debit at Uber for Dining,49968.51
T0003697,2024-01-20 09:42:00,Apple Store,Dining,170.89,Debit at Apple Store for Dining,50205.61
T0003698,2024-01-20 11:58:00,Airbnb,Groceries,449.26,Debit at Airbnb for Groceries,49756.35
T0003699,2024-01-20 15:29:00,Costco,Entertainment,600.24,Debit at Costco for Entertainment,49156.11
T0003703,2024-01-21 02:44:00,Costco,Shopping,908.43,Debit at Costco for Shopping,49453.94
T0003704,2024-01-21 07:47:00,Netflix,Entertainment,73.35,Debit at Netflix for Entertainment,49380.59
T0003707,2024-01-21 12:35:00,Walmart,Travel,843.05,Debit at Walmart for Travel,49645.36
T0003711,2024-01-22 01:18:00,Amazon,Travel,773.07,Debit at Amazon for Travel,50695.12
T0003713,2024-01-22 08:22:00,Starbucks,Dining,245.49,Debit at Starbucks for Dining,51405.06
T0003715,2024-01-22 22:14:00,Amazon,Healthcare,928.39,Debit at Amazon for Healthcare,51301.09
T0003716,2024-01-23 01:30:00,Netflix,Utilities,996.95,Debit at Netflix for Utilities,50304.14
T0003717,2024-01-23 06:38:00,Best Buy,Groceries,618.57,Debit at Best Buy for Groceries,49685.57
T0003718,2024-01-23 07:11:00,Uber,Dining,964.38,Debit at Uber for Dining,48721.19
T0003719,2024-01-23 14:01:00,Uber,Shopping,481.06,Debit at Uber for Shopping,48240.13
T0003723,2024-01-25 04:11:00,Walmart,Healthcare,526.06,Debit at Walmart for Healthcare,49357.74
T0003724,2024-01-25 04:30:00,Target,Travel,555.35,Debit at Target for Travel,48802.39
T0003727,2024-01-25 15:55:00,Starbucks,Dining,289.13,Debit at Starbucks for Dining,49244.43
T0003728,2024-01-25 16:33:00,Best Buy,Entertainment,918.08,Debit at Best Buy for Entertainment,48326.35
T0003731,2024-01-26 04:36:00,Walmart,Entertainment,980.47,Debit at Walmart for Entertainment,48723.63
T0003732,2024-01-26 05:14:00,Apple Store,Groceries,746.7,Debit at Apple Store for Groceries,47976.93
T0003733,2024-01-26 12:05:00,Walmart,Entertainment,621.01,Debit at Walmart for Entertainment,47355.92
T0003739,2024-01-27 10:44:00,Apple Store,Entertainment,567.52,Debit at Apple Store for Entertainment,49734.43
T0003741,2024-01-27 23:13:00,Netflix,Dining,43.58,Debit at Netflix for Dining,50669.2
T0003743,2024-01-28 09:05:00,Amazon,Groceries,174.85,Debit at Amazon for Groceries,50642.1
T0003744,2024-01-28 13:08:00,Amazon,Healthcare,447.31,Debit at Amazon for Healthcare,50194.79
T0003746,2024-01-29 06:18:00,Costco,Shopping,840.46,Debit at Costco for Shopping,49591.46
T0003751,2024-01-30 09:48:00,Costco,Dining,593.49,Debit at Costco for Dining,51591.89
T0003753,2024-01-30 17:32:00,Best Buy,Healthcare,401.39,Debit at Best Buy for Healthcare,51973.68
T0003755,2024-01-31 03:34:00,Target,Entertainment,809.62,Debit at Target for Entertainment,51638.07
T0003757,2024-01-31 06:43:00,Uber,Shopping,934.79,Debit at Uber for Shopping,51083.22
T0003758,2024-01-31 07:30:00,Uber,Dining,761.96,Debit at Uber for Dining,50321.26
T0003759,2024-01-31 14:51:00,Walmart,Dining,835.4,Debit at Walmart for Dining,49485.86
T0003762,2024-02-01 01:07:00,Apple Store,Groceries,67.71,Debit at Apple Store for Groceries,50655.34
T0003763,2024-02-01 03:00:00,Netflix,Healthcare,312.22,Debit at Netflix for Healthcare,50343.12
T0003764,2024-02-01 04:15:00,Starbucks,Shopping,281.5,Debit at Starbucks for Shopping,50061.62
T0003766,2024-02-01 08:26:00,Target,Dining,324.42,Debit at Target for Dining,49881.31
T0003767,2024-02-01 17:44:00,Apple Store,Groceries,209.36,Debit at Apple Store for Groceries,49671.95
T0003771,2024-02-03 19:52:00,Uber,Dining,705.2,Debit at Uber for Dining,51038.18
T0003772,2024-02-04 07:41:00,Netflix,Groceries,638.96,Debit at Netflix for Groceries,50399.22
T0003775,2024-02-04 21:35:00,Walmart,Dining,549.42,Debit at Walmart for Dining,51724.89
T0003777,2024-02-05 03:17:00,Costco,Utilities,672.55,Debit at Costco for Utilities,51758.54
T0003779,2024-02-05 14:25:00,Costco,Utilities,56.01,Debit at Costco for Utilities,52177.52
T0003780,2024-02-05 15:25:00,Best Buy,Healthcare,675.92,Debit at Best Buy for Healthcare,51501.6
T0003781,2024-02-05 17:36:00,Apple Store,Groceries,647.24,Debit at Apple Store for Groceries,50854.36
T0003783,2024-02-05 18:18:00,Target,Travel,737.1,Debit at Target for Travel,50751.27
T0003785,2024-02-06 03:12:00,Starbucks,Dining,711.21,Debit at Starbucks for Dining,50238.01
T0003791,2024-02-07 07:33:00,Apple Store,Groceries,694.72,Debit at Apple Store for Groceries,52852.36
T0003793,2024-02-07 13:59:00,Target,Entertainment,696.62,Debit at Target for Entertainment,52455.96
T0003794,2024-02-07 14:29:00,Amazon,Healthcare,422.81,Debit at Amazon for Healthcare,52033.15
T0003796,2024-02-07 21:37:00,Netflix,Utilities,780.86,Debit at Netflix for Utilities,51708.21
T0003797,2024-02-07 23:08:00,Airbnb,Dining,663.51,Debit at Airbnb for Dining,51044.7
T0003799,2024-02-08 11:29:00,Airbnb,Groceries,641.67,Debit at Airbnb for Groceries,51201.66
T0003800,2024-02-09 00:44:00,Costco,Dining,285.59,Debit at Costco for Dining,50916.07
T0003803,2024-02-09 10:07:00,Amazon,Healthcare,314.85,Debit at Amazon for Healthcare,51845.5
T0003805,2024-02-09 14:16:00,Airbnb,Healthcare,47.48,Debit at Airbnb for Healthcare,52056.03
T0003806,2024-02-09 17:27:00,Best Buy,Entertainment,177.31,Debit at Best Buy for Entertainment,51878.72
T0003808,2024-02-09 22:15:00,Target,Travel,983.25,Debit at Target for Travel,51676.72
T0003809,2024-02-10 01:14:00,Apple Store,Utilities,601.61,Debit at Apple Store for Utilities,51075.11
T0003812,2024-02-10 15:45:00,Best Buy,Entertainment,425.26,Debit at Best Buy for Entertainment,51673.74
T0003818,2024-02-12 12:55:00,Target,Travel,100.63,Debit at Target for Travel,53423.81
T0003819,2024-02-12 13:04:00,Airbnb,Groceries,729.66,Debit at Airbnb for Groceries,52694.15
T0003823,2024-02-13 18:42:00,Apple Store,Groceries,924.56,Debit at Apple Store for Groceries,53701.6
T0003824,2024-02-13 19:31:00,Netflix,Dining,251.68,Debit at Netflix for Dining,53449.92
T0003825,2024-02-13 20:46:00,Starbucks,Utilities,801.02,Debit at Starbucks for Utilities,52648.9
T0003826,2024-02-13 22:56:00,Apple Store,Shopping,513.52,Debit at Apple Store for Shopping,52135.38
T0003827,2024-02-14 02:16:00,Netflix,Entertainment,543.68,Debit at Netflix for Entertainment,51591.7
T0003830,2024-02-15 11:27:00,Target,Utilities,72.95,Debit at Target for Utilities,52948.16
T0003832,2024-02-15 22:17:00,Uber,Shopping,484.04,Debit at Uber for Shopping,53286.23
T0003833,2024-02-15 23:42:00,Uber,Dining,679.34,Debit at Uber for Dining,52606.89
T0003834,2024-02-16 05:43:00,Airbnb,Dining,112.83,Debit at Airbnb for Dining,52494.06
T0003836,2024-02-16 10:24:00,Amazon,Dining,164.8,Debit at Amazon for Dining,52346.56
T0003838,2024-02-17 09:29:00,Amazon,Dining,574.48,Debit at Amazon for Dining,52157.89
T0003840,2024-02-17 15:41:00,Walmart,Shopping,238.64,Debit at Walmart for Shopping,52279.71
T0003842,2024-02-18 07:58:00,Walmart,Healthcare,904.04,Debit at Walmart for Healthcare,52006.93
T0003843,2024-02-18 11:17:00,Netflix,Travel,512.0,Debit at Netflix for Travel,51494.93
T0003845,2024-02-19 12:43:00,Walmart,Utilities,249.26,Debit at Walmart for Utilities,52203.08
T0003846,2024-02-19 22:50:00,Apple Store,Groceries,69.25,Debit at Apple Store for Groceries,52133.83
T0003847,2024-02-20 03:55:00,Airbnb,Travel,653.35,Debit at Airbnb for Travel,51480.48
T0003852,2024-02-20 23:04:00,Best Buy,Travel,696.78,Debit at Best Buy for Travel,52788.9
T0003853,2024-02-21 05:13:00,Costco,Dining,352.79,Debit at Costco for Dining,52436.11
T0003854,2024-02-21 05:30:00,Apple Store,Utilities,944.07,Debit at Apple Store for Utilities,51492.04
T0003856,2024-02-21 16:29:00,Airbnb,Travel,967.88,Debit at Airbnb for Travel,51114.16
T0003857,2024-02-21 21:56:00,Target,Entertainment,984.8,Debit at Target for Entertainment,50129.36
T0003859,2024-02-22 21:22:00,Walmart,Groceries,544.66,Debit at Walmart for Groceries,49643.78
T0003864,2024-02-23 06:54:00,Amazon,Groceries,623.8,Debit at Amazon for Groceries,51352.19
T0003867,2024-02-23 19:28:00,Target,Utilities,72.69,Debit at Target for Utilities,52432.73
T0003868,2024-02-24 02:32:00,Costco,Healthcare,570.37,Debit at Costco for Healthcare,51862.36
T0003869,2024-02-24 12:52:00,Amazon,Shopping,822.48,Debit at Amazon for Shopping,51039.88
T0003871,2024-02-24 17:10:00,Target,Travel,657.6,Debit at Target for Travel,50540.96
T0003872,2024-02-24 18:18:00,Target,Healthcare,788.14,Debit at Target for Healthcare,49752.82
T0003875,2024-02-25 01:39:00,Costco,Entertainment,150.48,Debit at Costco for Entertainment,50341.46
T0003878,2024-02-25 06:44:00,Airbnb,Shopping,399.58,Debit at Airbnb for Shopping,50829.13
T0003879,2024-02-25 09:38:00,Airbnb,Groceries,837.47,Debit at Airbnb for Groceries,49991.66
T0003881,2024-02-25 16:18:00,Apple Store,Travel,873.49,Debit at Apple Store for Travel,50054.96
T0003885,2024-02-26 06:06:00,Walmart,Healthcare,335.06,Debit at Walmart for Healthcare,50778.45
T0003886,2024-02-26 12:34:00,Starbucks,Groceries,957.01,Debit at Starbucks for Groceries,49821.44
T0003887,2024-02-26 14:35:00,Airbnb,Healthcare,34.69,Debit at Airbnb for Healthcare,49786.75
T0003889,2024-02-26 21:40:00,Walmart,Shopping,55.02,Debit at Walmart for Shopping,49817.39
T0003890,2024-02-27 07:24:00,Target,Healthcare,896.27,Debit at Target for Healthcare,48921.12
T0003893,2024-02-27 18:21:00,Netflix,Utilities,925.95,Debit at Netflix for Utilities,49152.56
T0003894,2024-02-27 20:29:00,Target,Shopping,350.25,Debit at Target for Shopping,48802.31
T0003895,2024-02-27 20:50:00,Netflix,Dining,870.81,Debit at Netflix for Dining,47931.5
T0003896,2024-02-28 01:41:00,Best Buy,Groceries,857.41,Debit at Best Buy for Groceries,47074.09
T0003897,2024-02-28 02:56:00,Apple Store,Shopping,220.06,Debit at Apple Store for Shopping,46854.03
T0003898,2024-02-28 08:55:00,Starbucks,Groceries,148.24,Debit at Starbucks for Groceries,46705.79
T0003902,2024-02-29 09:00:00,Airbnb,Groceries,822.04,Debit at Airbnb for Groceries,47775.62
T0003903,2024-02-29 12:19:00,Airbnb,Utilities,287.82,Debit at Airbnb for Utilities,47487.8
T0003905,2024-03-01 00:49:00,Target,Shopping,490.29,Debit at Target for Shopping,47248.72
T0003908,2024-03-01 09:47:00,Starbucks,Entertainment,583.2,Debit at Starbucks for Entertainment,47755.38
T0003909,2024-03-01 10:36:00,Target,Entertainment,10.63,Debit at Target for Entertainment,47744.75
T0003910,2024-03-01 13:35:00,Netflix,Travel,480.65,Debit at Netflix for Travel,47264.1
T0003913,2024-03-01 18:55:00,Starbucks,Dining,353.78,Debit at Starbucks for Dining,48082.08
T0003916,2024-03-02 08:15:00,Apple Store,Entertainment,628.03,Debit at Apple Store for Entertainment,48849.68
T0003917,2024-03-02 21:43:00,Costco,Travel,388.42,Debit at Costco for Travel,48461.26
T0003918,2024-03-02 23:41:00,Amazon,Entertainment,470.93,Debit at Amazon for Entertainment,47990.33
T0003919,2024-03-03 05:43:00,Airbnb,Shopping,912.19,Debit at Airbnb for Shopping,47078.14
T0003920,2024-03-03 10:01:00,Airbnb,Shopping,831.97,Debit at Airbnb for Shopping,46246.17
T0003921,2024-03-03 23:21:00,Airbnb,Dining,12.76,Debit at Airbnb for Dining,46233.41
T0003923,2024-03-04 02:06:00,Airbnb,Dining,333.59,Debit at Airbnb for Dining,46817.11
T0003926,2024-03-04 09:40:00,Uber,Utilities,335.39,Debit at Uber for Utilities,48367.11
T0003927,2024-03-04 11:18:00,Best Buy,Travel,255.18,Debit at Best Buy for Travel,48111.93
T0003930,2024-03-04 12:58:00,Netflix,Entertainment,557.43,Debit at Netflix for Entertainment,48448.22
T0003931,2024-03-04 15:02:00,Best Buy,Shopping,305.55,Debit at Best Buy for Shopping,48142.67
T0003933,2024-03-05 13:39:00,Netflix,Dining,111.18,Debit at Netflix for Dining,48749.63
T0003938,2024-03-06 23:34:00,Walmart,Healthcare,446.3,Debit at Walmart for Healthcare,50770.86
T0003939,2024-03-07 01:18:00,Walmart,Healthcare,259.25,Debit at Walmart for Healthcare,50511.61
T0003941,2024-03-07 06:20:00,Best Buy,Utilities,114.28,Debit at Best Buy for Utilities,50695.18
T0003943,2024-03-07 14:31:00,Costco,Travel,608.01,Debit at Costco for Travel,50497.65
T0003944,2024-03-08 04:02:00,Costco,Healthcare,517.53,Debit at Costco for Healthcare,49980.12
T0003945,2024-03-08 05:49:00,Apple Store,Healthcare,96.59,Debit at Apple Store for Healthcare,49883.53
T0003947,2024-03-08 10:26:00,Walmart,Shopping,476.39,Debit at Walmart for Shopping,49729.44
T0003950,2024-03-08 21:26:00,Best Buy,Entertainment,810.84,Debit at Best Buy for Entertainment,49701.91
T0003951,2024-03-09 04:33:00,Best Buy,Shopping,842.62,Debit at Best Buy for Shopping,48859.29
T0003956,2024-03-10 04:27:00,Target,Shopping,515.4,Debit at Target for Shopping,50927.04
T0003957,2024-03-10 05:37:00,Walmart,Healthcare,449.74,Debit at Walmart for Healthcare,50477.3
T0003958,2024-03-10 10:28:00,Starbucks,Groceries,919.61,Debit at Starbucks for Groceries,49557.69
T0003960,2024-03-10 16:44:00,Best Buy,Groceries,168.04,Debit at Best Buy for Groceries,49811.14
T0003962,2024-03-10 21:06:00,Apple Store,Entertainment,349.0,Debit at Apple Store for Entertainment,49830.69
T0003963,2024-03-10 21:11:00,Costco,Dining,178.7,Debit at Costco for Dining,49651.99
T0003964,2024-03-10 23:31:00,Apple Store,Utilities,913.17,Debit at Apple Store for Utilities,48738.82
T0003965,2024-03-11 11:50:00,Airbnb,Entertainment,353.01,Debit at Airbnb for Entertainment,48385.81
T0003969,2024-03-12 01:35:00,Netflix,Dining,993.99,Debit at Netflix for Dining,49259.27
T0003970,2024-03-12 05:20:00,Best Buy,Utilities,433.59,Debit at Best Buy for Utilities,48825.68
T0003972,2024-03-12 10:57:00,Apple Store,Dining,660.8,Debit at Apple Store for Dining,48439.34
T0003976,2024-03-13 02:18:00,Starbucks,Dining,18.38,Debit at Starbucks for Dining,49416.09
T0003980,2024-03-13 10:10:00,Apple Store,Groceries,696.99,Debit at Apple Store for Groceries,49931.05
T0003981,2024-03-13 11:05:00,Walmart,Travel,220.15,Debit at Walmart for Travel,49710.9
T0003982,2024-03-13 16:51:00,Amazon,Travel,291.43,Debit at Amazon for Travel,49419.47
T0003985,2024-03-14 01:27:00,Target,Travel,234.03,Debit at Target for Travel,49587.59
T0003986,2024-03-14 02:04:00,Uber,Dining,595.54,Debit at Uber for Dining,48992.05
T0003987,2024-03-14 12:47:00,Starbucks,Dining,692.39,Debit at Starbucks for Dining,48299.66
T0003988,2024-03-14 21:55:00,Airbnb,Utilities,377.71,Debit at Airbnb for Utilities,47921.95
T0003989,2024-03-15 06:48:00,Best Buy,Healthcare,724.15,Debit at Best Buy for Healthcare,47197.8
T0003990,2024-03-15 13:11:00,Target,Travel,71.85,Debit at Target for Travel,47125.95
T0003992,2024-03-15 15:17:00,Target,Healthcare,815.75,Debit at Target for Healthcare,47134.09
T0003993,2024-03-15 23:52:00,Target,Healthcare,245.2,Debit at Target for Healthcare,46888.89
T0003994,2024-03-16 01:59:00,Apple Store,Groceries,489.5,Debit at Apple Store for Groceries,46399.39
T0003998,2024-03-16 15:38:00,Costco,Entertainment,960.67,Debit at Costco for Entertainment,46473.68
T0004000,2024-03-17 05:17:00,Netflix,Healthcare,882.49,Debit at Netflix for Healthcare,46040.4
T0004001,2024-03-17 05:54:00,Netflix,Dining,781.36,Debit at Netflix for Dining,45259.04
T0004002,2024-03-17 07:24:00,Target,Travel,923.57,Debit at Target for Travel,44335.47
T0004003,2024-03-17 09:01:00,Walmart,Groceries,59.22,Debit at Walmart for Groceries,44276.25
T0004004,2024-03-17 16:29:00,Uber,Shopping,925.86,Debit at Uber for Shopping,43350.39
T0004008,2024-03-18 05:11:00,Apple Store,Dining,579.62,Debit at Apple Store for Dining,44466.03
T0004011,2024-03-18 15:08:00,Walmart,Healthcare,609.98,Debit at Walmart for Healthcare,44088.84
T0004013,2024-03-19 08:35:00,Netflix,Healthcare,494.44,Debit at Netflix for Healthcare,44456.65
T0004015,2024-03-19 10:59:00,Airbnb,Shopping,916.63,Debit at Airbnb for Shopping,44200.41
T0004016,2024-03-19 22:31:00,Apple Store,Travel,555.09,Debit at Apple Store for Travel,43645.32
T0004018,2024-03-21 02:49:00,Airbnb,Travel,726.87,Debit at Airbnb for Travel,43627.79
T0004019,2024-03-21 08:57:00,Target,Utilities,523.53,Debit at Target for Utilities,43104.26
T0004023,2024-03-22 14:34:00,Netflix,Travel,109.3,Debit at Netflix for Travel,43868.8
T0004025,2024-03-23 07:04:00,Starbucks,Shopping,534.99,Debit at Starbucks for Shopping,43807.51
T0004029,2024-03-23 16:47:00,Uber,Dining,981.65,Debit at Uber for Dining,44769.01
T0004035,2024-03-24 04:57:00,Airbnb,Entertainment,136.19,Debit at Airbnb for Entertainment,46520.36
T0004036,2024-03-24 08:50:00,Amazon,Travel,894.63,Debit at Amazon for Travel,45625.73
T0004038,2024-03-25 04:14:00,Airbnb,Travel,34.24,Debit at Airbnb for Travel,46254.07
T0004039,2024-03-25 05:32:00,Apple Store,Healthcare,714.86,Debit at Apple Store for Healthcare,45539.21
T0004040,2024-03-25 09:39:00,Uber,Travel,821.6,Debit at Uber for Travel,44717.61
T0004041,2024-03-25 16:32:00,Uber,Dining,266.51,Debit at Uber for Dining,44451.1
T0004042,2024-03-26 13:01:00,Starbucks,Utilities,793.7,Debit at Starbucks for Utilities,43657.4
T0004045,2024-03-26 19:38:00,Costco,Utilities,892.79,Debit at Costco for Utilities,43534.11
T0004046,2024-03-26 22:27:00,Starbucks,Healthcare,795.99,Debit at Starbucks for Healthcare,42738.12
T0004048,2024-03-26 23:54:00,Uber,Travel,488.54,Debit at Uber for Travel,42718.66
